NAME,LTP,DC,DO,DH,DL,PDC,CH,PCH,DV,LTT,WH52,WL52,DATE_TIME,DATE_TODAY,HOUR,MIN
NTPC,119.05,117.80,117.70,119.70,117.35,117.80,1.25,+1.06,"77,702",11:01:17.000,145.85,106.71,2019-10-15 11:00:41,2019-10-15,11,00
NESIND,"14,057.00","14,174.10","14,175.00","14,175.00","14,040.00","14,174.10",-117.10,-0.83,337,11:01:17.000,"14,300.00","9,205.00",2019-10-15 11:00:41,2019-10-15,11,00
POWGRI,200.50,198.45,198.80,200.80,198.45,198.45,2.05,+1.03,"19,504",11:01:20.000,216.20,173.05,2019-10-15 11:00:41,2019-10-15,11,00
ULTCEM,"4,159.45","4,171.90","4,121.35","4,207.65","4,121.35","4,171.90",-12.45,-0.30,"4,680",11:01:21.000,"4,903.90","3,263.70",2019-10-15 11:00:41,2019-10-15,11,00
TECMAH,721.30,720.60,721.00,728.00,721.00,720.60,0.70,+0.10,"10,325",11:01:22.000,846.00,607.90,2019-10-15 11:00:41,2019-10-15,11,00
SUNPHA,396.00,394.60,397.25,400.00,394.90,394.60,1.40,+0.35,"61,629",11:01:24.000,616.50,350.40,2019-10-15 11:00:41,2019-10-15,11,00
ONGC,136.00,135.20,136.60,138.00,135.40,135.20,0.80,+0.59,"222,141",11:01:25.000,178.95,115.55,2019-10-15 11:00:41,2019-10-15,11,00
BAAUTO,"2,979.75","2,956.05","2,959.00","2,987.00","2,956.50","2,956.05",23.70,+0.80,"10,432",11:01:27.000,"3,145.55","2,400.00",2019-10-15 11:00:41,2019-10-15,11,00
BHARAS,"5,815.00","5,767.35","5,773.85","5,827.00","5,773.85","5,767.35",47.65,+0.83,103,10:58:38.000,"6,539.00","3,352.10",2019-10-15 11:00:41,2019-10-15,11,00
INDOIL,147.30,144.80,145.95,148.30,145.20,144.80,2.50,+1.73,"202,579",11:01:29.000,170.40,116.10,2019-10-15 11:00:41,2019-10-15,11,00
COALIN,190.70,190.10,188.30,190.85,188.10,190.10,0.60,+0.32,"132,554",11:01:31.000,288.30,177.80,2019-10-15 11:00:41,2019-10-15,11,00
WIPRO,240.00,243.35,244.00,245.50,239.20,243.35,-3.35,-1.38,"138,115",11:01:32.000,301.55,220.50,2019-10-15 11:00:41,2019-10-15,11,00
HERHON,"2,662.15","2,609.25","2,616.85","2,664.20","2,615.00","2,609.25",52.90,+2.03,"13,895",11:01:34.000,"3,382.70","2,228.25",2019-10-15 11:00:41,2019-10-15,11,00
BRIIND,"3,121.60","3,107.20","3,139.90","3,154.20","3,115.45","3,107.20",14.40,+0.46,"6,149",11:01:36.000,"3,443.90","2,302.00",2019-10-15 11:00:41,2019-10-15,11,00
UNIP,587.45,586.95,585.30,590.95,580.95,586.95,0.50,+0.09,"28,374",11:01:36.000,709.25,390.53,2019-10-15 11:00:41,2019-10-15,11,00
DRREDD,"2,667.35","2,648.90","2,663.10","2,677.85","2,659.80","2,648.90",18.45,+0.70,"1,966",11:01:39.000,"2,965.20","2,065.30",2019-10-15 11:00:41,2019-10-15,11,00
ADAPOR,411.00,406.95,409.50,411.70,407.60,406.95,4.05,+1.00,"14,481",11:01:40.000,430.00,293.95,2019-10-15 11:00:41,2019-10-15,11,00
GRASIM,703.50,698.65,699.00,703.50,691.95,698.65,4.85,+0.69,"8,095",11:01:41.000,958.55,635.60,2019-10-15 11:00:41,2019-10-15,11,00
VEDLIM,145.75,147.85,147.50,147.50,144.60,147.85,-2.10,-1.42,"174,787",11:01:42.000,228.00,125.70,2019-10-15 11:00:41,2019-10-15,11,00
HINDAL,187.50,188.80,188.00,188.00,186.00,188.80,-1.30,-0.69,"56,518",11:01:42.000,246.00,171.25,2019-10-15 11:00:41,2019-10-15,11,00
TATSTE,341.95,344.85,345.50,346.15,339.55,344.85,-2.90,-0.84,"196,751",11:01:47.000,610.00,320.30,2019-10-15 11:00:41,2019-10-15,11,00
EICMOT,"19,117.05","18,311.25","18,370.00","19,159.25","18,270.00","18,311.25",805.80,+4.40,"2,735",11:01:47.000,"25,300.00","15,196.95",2019-10-15 11:00:41,2019-10-15,11,00
GAIL,126.15,125.85,126.50,126.85,125.60,125.85,0.30,+0.24,"63,127",11:01:48.000,190.98,119.65,2019-10-15 11:00:41,2019-10-15,11,00
JSWSTE,216.00,221.50,221.05,221.05,214.50,221.50,-5.50,-2.48,"126,332",11:01:52.000,384.90,201.90,2019-10-15 11:00:41,2019-10-15,11,00
BHAINF,257.50,259.25,258.25,258.30,255.45,259.25,-1.75,-0.68,"5,986",11:01:51.000,333.80,238.70,2019-10-15 11:00:41,2019-10-15,11,00
CIPLA,441.75,440.85,444.00,444.50,436.00,440.85,0.90,+0.20,"27,794",11:01:52.000,651.95,389.55,2019-10-15 11:00:41,2019-10-15,11,00
TATMOT,125.85,127.80,127.50,127.50,124.50,127.80,-1.95,-1.53,"825,136",11:01:58.000,239.30,106.00,2019-10-15 11:00:41,2019-10-15,11,00
ZEEENT,245.55,242.55,237.95,247.25,234.85,242.55,3.00,+1.24,"241,937",11:01:57.000,506.10,203.70,2019-10-15 11:00:41,2019-10-15,11,00
YESBAN,40.35,40.00,41.00,41.40,40.05,40.00,0.35,+0.88,"3,826,808",11:02:00.000,285.90,29.05,2019-10-15 11:00:41,2019-10-15,11,00
BSESEN,"38,452.15","38,214.47","38,316.49","38,469.48","38,238.27","38,214.47",237.68,+0.62,NA,11:02:02.356,NA,NA,2019-10-15 11:02:01,2019-10-15,11,02
HDFBAN,"1,217.35","1,203.15","1,210.00","1,218.30","1,207.30","1,203.15",14.20,+1.18,"31,633",11:02:04.000,"1,285.00",942.20,2019-10-15 11:02:01,2019-10-15,11,02
RELPET,131.50,130.85,129.00,132.40,127.90,130.85,0.65,+0.50,"2,225,733",15:30:03.000,152.95,68.10,2019-10-15 11:02:01,2019-10-15,11,02
HDFC,"2,022.00","2,011.50","2,013.00","2,030.05","2,013.00","2,011.50",10.50,+0.52,"11,198",11:02:07.000,"2,357.00","1,646.00",2019-10-15 11:02:01,2019-10-15,11,02
INFTEC,772.15,785.65,773.80,774.75,765.00,785.65,-13.50,-1.72,"167,913",11:02:08.000,847.40,600.65,2019-10-15 11:02:01,2019-10-15,11,02
ICIBAN,431.75,428.60,430.00,433.20,428.00,428.60,3.15,+0.73,"122,517",11:02:09.000,458.45,309.60,2019-10-15 11:02:01,2019-10-15,11,02
ITC,247.60,244.20,247.40,247.75,245.10,244.20,3.40,+1.39,"109,573",11:02:11.000,310.00,234.10,2019-10-15 11:02:01,2019-10-15,11,02
TCS,"2,038.00","2,020.95","2,028.80","2,046.90","2,024.20","2,020.95",17.05,+0.84,"21,625",11:02:15.000,"2,296.00","1,784.00",2019-10-15 11:02:01,2019-10-15,11,02
KOTMAH,"1,614.75","1,583.75","1,586.00","1,615.80","1,577.80","1,583.75",31.00,+1.96,"29,927",11:02:17.000,"1,682.40","1,099.00",2019-10-15 11:02:01,2019-10-15,11,02
LARTOU,"1,441.05","1,422.65","1,427.00","1,445.10","1,421.00","1,422.65",18.40,+1.29,"34,489",11:02:18.000,"1,606.70","1,183.40",2019-10-15 11:02:01,2019-10-15,11,02
HINLEV,"2,045.00","2,014.70","2,052.00","2,052.90","2,026.75","2,014.70",30.30,+1.50,"91,261",11:02:21.000,"2,101.50","1,500.40",2019-10-15 11:02:01,2019-10-15,11,02
AXIBAN,686.90,683.55,683.65,690.35,681.80,683.55,3.35,+0.49,"58,296",11:02:22.000,826.55,534.15,2019-10-15 11:02:01,2019-10-15,11,02
STABAN,257.25,255.45,256.80,257.50,255.65,255.45,1.80,+0.70,"326,666",11:02:24.000,373.70,244.35,2019-10-15 11:02:01,2019-10-15,11,02
BAJFI,"3,894.00","3,881.65","3,909.00","3,916.75","3,871.20","3,881.65",12.35,+0.32,"11,849",11:02:26.000,"4,112.00","2,000.80",2019-10-15 11:02:01,2019-10-15,11,02
MARUTI,"6,964.95","6,819.55","6,829.00","6,965.00","6,810.00","6,819.55",145.40,+2.13,"23,159",11:02:28.000,"7,929.00","5,447.00",2019-10-15 11:02:01,2019-10-15,11,02
INDBA,"1,254.45","1,250.50","1,251.55","1,262.40","1,237.00","1,250.50",3.95,+0.32,"57,070",11:02:30.000,"1,835.00","1,192.00",2019-10-15 11:02:01,2019-10-15,11,02
ASIPAI,"1,818.15","1,797.65","1,797.00","1,824.15","1,797.00","1,797.65",20.50,+1.14,"17,945",11:02:32.000,"1,819.55","1,119.60",2019-10-15 11:02:01,2019-10-15,11,02
BHAAIR,386.00,393.50,391.95,391.95,384.50,393.50,-7.50,-1.91,"80,860",11:02:33.000,396.55,264.41,2019-10-15 11:02:01,2019-10-15,11,02
HCLTEC,"1,089.50","1,087.05","1,088.60","1,099.00","1,081.05","1,087.05",2.45,+0.23,"10,831",11:02:33.000,"1,190.00",920.15,2019-10-15 11:02:01,2019-10-15,11,02
TITIND,"1,262.00","1,249.05","1,251.00","1,265.00","1,251.00","1,249.05",12.95,+1.04,"15,056",11:02:35.000,"1,345.55",766.65,2019-10-15 11:02:01,2019-10-15,11,02
MAHMAH,575.55,568.50,570.00,576.00,565.50,568.50,7.05,+1.24,"59,624",11:02:36.000,814.00,502.85,2019-10-15 11:02:01,2019-10-15,11,02
BAFINS,"8,122.50","8,073.45","8,108.95","8,131.45","8,070.00","8,073.45",49.05,+0.61,"1,483",11:02:41.000,"8,668.65","4,960.00",2019-10-15 11:02:01,2019-10-15,11,02
NTPC,118.90,117.80,117.70,119.70,117.35,117.80,1.10,+0.93,"77,953",11:02:43.000,145.85,106.71,2019-10-15 11:02:01,2019-10-15,11,02
NESIND,"14,081.75","14,174.10","14,175.00","14,175.00","14,040.00","14,174.10",-92.35,-0.65,348,11:02:45.000,"14,300.00","9,205.00",2019-10-15 11:02:01,2019-10-15,11,02
POWGRI,200.30,198.45,198.80,200.80,198.45,198.45,1.85,+0.93,"19,616",11:02:48.000,216.20,173.05,2019-10-15 11:02:01,2019-10-15,11,02
ULTCEM,"4,160.00","4,171.90","4,121.35","4,207.65","4,121.35","4,171.90",-11.90,-0.29,"4,681",11:02:49.000,"4,903.90","3,263.70",2019-10-15 11:02:01,2019-10-15,11,02
TECMAH,721.85,720.60,721.00,728.00,721.00,720.60,1.25,+0.17,"10,677",11:02:50.000,846.00,607.90,2019-10-15 11:02:01,2019-10-15,11,02
SUNPHA,396.00,394.60,397.25,400.00,394.90,394.60,1.40,+0.35,"61,730",11:02:50.000,616.50,350.40,2019-10-15 11:02:01,2019-10-15,11,02
ONGC,136.05,135.20,136.60,138.00,135.40,135.20,0.85,+0.63,"225,114",11:02:53.000,178.95,115.55,2019-10-15 11:02:01,2019-10-15,11,02
BAAUTO,"2,979.95","2,956.05","2,959.00","2,987.00","2,956.50","2,956.05",23.90,+0.81,"10,478",11:02:56.000,"3,145.55","2,400.00",2019-10-15 11:02:01,2019-10-15,11,02
BHARAS,"5,815.00","5,767.35","5,773.85","5,827.00","5,773.85","5,767.35",47.65,+0.83,103,11:02:53.000,"6,539.00","3,352.10",2019-10-15 11:02:01,2019-10-15,11,02
INDOIL,147.30,144.80,145.95,148.30,145.20,144.80,2.50,+1.73,"213,114",11:02:58.000,170.40,116.10,2019-10-15 11:02:01,2019-10-15,11,02
COALIN,190.65,190.10,188.30,190.85,188.10,190.10,0.55,+0.29,"132,574",11:02:55.000,288.30,177.80,2019-10-15 11:02:01,2019-10-15,11,02
WIPRO,240.05,243.35,244.00,245.50,239.20,243.35,-3.30,-1.36,"138,830",11:02:59.000,301.55,220.50,2019-10-15 11:02:01,2019-10-15,11,02
HERHON,"2,661.00","2,609.25","2,616.85","2,664.20","2,615.00","2,609.25",51.75,+1.98,"14,774",11:03:00.000,"3,382.70","2,228.25",2019-10-15 11:02:01,2019-10-15,11,02
BRIIND,"3,121.60","3,107.20","3,139.90","3,154.20","3,115.45","3,107.20",14.40,+0.46,"6,149",11:02:58.000,"3,443.90","2,302.00",2019-10-15 11:02:01,2019-10-15,11,02
UNIP,587.70,586.95,585.30,590.95,580.95,586.95,0.75,+0.13,"28,400",11:03:01.000,709.25,390.53,2019-10-15 11:02:01,2019-10-15,11,02
DRREDD,"2,667.35","2,648.90","2,663.10","2,677.85","2,659.80","2,648.90",18.45,+0.70,"1,966",11:03:06.000,"2,965.20","2,065.30",2019-10-15 11:02:01,2019-10-15,11,02
ADAPOR,410.95,406.95,409.50,411.70,407.60,406.95,4.00,+0.98,"14,506",11:03:08.000,430.00,293.95,2019-10-15 11:02:01,2019-10-15,11,02
GRASIM,702.70,698.65,699.00,703.50,691.95,698.65,4.05,+0.58,"8,140",11:03:06.000,958.55,635.60,2019-10-15 11:02:01,2019-10-15,11,02
VEDLIM,145.75,147.85,147.50,147.50,144.60,147.85,-2.10,-1.42,"175,638",11:03:10.000,228.00,125.70,2019-10-15 11:02:01,2019-10-15,11,02
HINDAL,187.60,188.80,188.00,188.00,186.00,188.80,-1.20,-0.64,"56,618",11:03:12.000,246.00,171.25,2019-10-15 11:02:01,2019-10-15,11,02
TATSTE,341.95,344.85,345.50,346.15,339.55,344.85,-2.90,-0.84,"197,526",11:03:13.000,610.00,320.30,2019-10-15 11:02:01,2019-10-15,11,02
EICMOT,"19,110.05","18,311.25","18,370.00","19,159.25","18,270.00","18,311.25",798.80,+4.36,"2,813",11:03:15.000,"25,300.00","15,196.95",2019-10-15 11:02:01,2019-10-15,11,02
GAIL,126.15,125.85,126.50,126.85,125.60,125.85,0.30,+0.24,"63,127",11:03:16.000,190.98,119.65,2019-10-15 11:02:01,2019-10-15,11,02
JSWSTE,216.05,221.50,221.05,221.05,214.50,221.50,-5.45,-2.46,"127,604",11:03:17.000,384.90,201.90,2019-10-15 11:02:01,2019-10-15,11,02
BHAINF,257.60,259.25,258.25,258.30,255.45,259.25,-1.65,-0.64,"6,003",11:03:20.000,333.80,238.70,2019-10-15 11:02:01,2019-10-15,11,02
CIPLA,441.75,440.85,444.00,444.50,436.00,440.85,0.90,+0.20,"27,794",11:03:12.000,651.95,389.55,2019-10-15 11:02:01,2019-10-15,11,02
TATMOT,126.05,127.80,127.50,127.50,124.50,127.80,-1.75,-1.37,"839,667",11:03:24.000,239.30,106.00,2019-10-15 11:02:01,2019-10-15,11,02
ZEEENT,245.50,242.55,237.95,247.25,234.85,242.55,2.95,+1.22,"244,068",11:03:26.000,506.10,203.70,2019-10-15 11:02:01,2019-10-15,11,02
YESBAN,40.35,40.00,41.00,41.40,40.05,40.00,0.35,+0.88,"3,848,237",11:03:27.000,285.90,29.05,2019-10-15 11:02:01,2019-10-15,11,02
BSESEN,"38,455.36","38,214.47","38,316.49","38,469.48","38,238.27","38,214.47",240.89,+0.63,NA,11:03:29.474,NA,NA,2019-10-15 11:03:27,2019-10-15,11,03
HDFBAN,"1,218.15","1,203.15","1,210.00","1,218.30","1,207.30","1,203.15",15.00,+1.25,"31,723",11:03:30.000,"1,285.00",942.20,2019-10-15 11:03:27,2019-10-15,11,03
RELPET,131.50,130.85,129.00,132.40,127.90,130.85,0.65,+0.50,"2,225,733",15:30:03.000,152.95,68.10,2019-10-15 11:03:27,2019-10-15,11,03
HDFC,"2,022.90","2,011.50","2,013.00","2,030.05","2,013.00","2,011.50",11.40,+0.57,"11,199",11:03:31.000,"2,357.00","1,646.00",2019-10-15 11:03:27,2019-10-15,11,03
INFTEC,772.00,785.65,773.80,774.75,765.00,785.65,-13.65,-1.74,"170,033",11:03:35.000,847.40,600.65,2019-10-15 11:03:27,2019-10-15,11,03
ICIBAN,431.65,428.60,430.00,433.20,428.00,428.60,3.05,+0.71,"123,273",11:03:36.000,458.45,309.60,2019-10-15 11:03:27,2019-10-15,11,03
ITC,247.60,244.20,247.40,247.75,245.10,244.20,3.40,+1.39,"114,758",11:03:37.000,310.00,234.10,2019-10-15 11:03:27,2019-10-15,11,03
TCS,"2,037.25","2,020.95","2,028.80","2,046.90","2,024.20","2,020.95",16.30,+0.81,"21,634",11:03:39.000,"2,296.00","1,784.00",2019-10-15 11:03:27,2019-10-15,11,03
KOTMAH,"1,614.00","1,583.75","1,586.00","1,615.80","1,577.80","1,583.75",30.25,+1.91,"30,282",11:03:43.000,"1,682.40","1,099.00",2019-10-15 11:03:27,2019-10-15,11,03
LARTOU,"1,439.50","1,422.65","1,427.00","1,445.10","1,421.00","1,422.65",16.85,+1.18,"34,631",11:03:44.000,"1,606.70","1,183.40",2019-10-15 11:03:27,2019-10-15,11,03
HINLEV,"2,045.50","2,014.70","2,052.00","2,052.90","2,026.75","2,014.70",30.80,+1.53,"102,792",11:03:46.000,"2,101.50","1,500.40",2019-10-15 11:03:27,2019-10-15,11,03
AXIBAN,687.05,683.55,683.65,690.35,681.80,683.55,3.50,+0.51,"58,524",11:03:47.000,826.55,534.15,2019-10-15 11:03:27,2019-10-15,11,03
STABAN,257.20,255.45,256.80,257.50,255.65,255.45,1.75,+0.69,"329,192",11:03:49.000,373.70,244.35,2019-10-15 11:03:27,2019-10-15,11,03
BAJFI,"3,894.00","3,881.65","3,909.00","3,916.75","3,871.20","3,881.65",12.35,+0.32,"12,380",11:03:52.000,"4,112.00","2,000.80",2019-10-15 11:03:27,2019-10-15,11,03
MARUTI,"6,979.50","6,819.55","6,829.00","6,987.00","6,810.00","6,819.55",159.95,+2.35,"24,794",11:03:54.000,"7,929.00","5,447.00",2019-10-15 11:03:27,2019-10-15,11,03
INDBA,"1,253.60","1,250.50","1,251.55","1,262.40","1,237.00","1,250.50",3.10,+0.25,"57,281",11:03:55.000,"1,835.00","1,192.00",2019-10-15 11:03:27,2019-10-15,11,03
ASIPAI,"1,818.00","1,797.65","1,797.00","1,824.15","1,797.00","1,797.65",20.35,+1.13,"17,951",11:03:55.000,"1,819.55","1,119.60",2019-10-15 11:03:27,2019-10-15,11,03
BHAAIR,385.70,393.50,391.95,391.95,384.50,393.50,-7.80,-1.98,"82,303",11:03:58.000,396.55,264.41,2019-10-15 11:03:27,2019-10-15,11,03
HCLTEC,"1,089.50","1,087.05","1,088.60","1,099.00","1,081.05","1,087.05",2.45,+0.23,"10,831",11:04:00.000,"1,190.00",920.15,2019-10-15 11:03:27,2019-10-15,11,03
TITIND,"1,262.55","1,249.05","1,251.00","1,265.00","1,251.00","1,249.05",13.50,+1.08,"15,071",11:04:01.000,"1,345.55",766.65,2019-10-15 11:03:27,2019-10-15,11,03
MAHMAH,575.00,568.50,570.00,576.00,565.50,568.50,6.50,+1.14,"59,678",11:04:03.000,814.00,502.85,2019-10-15 11:03:27,2019-10-15,11,03
BAFINS,"8,116.90","8,073.45","8,108.95","8,131.45","8,070.00","8,073.45",43.45,+0.54,"1,504",11:04:03.000,"8,668.65","4,960.00",2019-10-15 11:03:27,2019-10-15,11,03
NTPC,118.90,117.80,117.70,119.70,117.35,117.80,1.10,+0.93,"78,838",11:04:06.000,145.85,106.71,2019-10-15 11:03:27,2019-10-15,11,03
NESIND,"14,090.70","14,174.10","14,175.00","14,175.00","14,040.00","14,174.10",-83.40,-0.59,358,11:04:09.000,"14,300.00","9,205.00",2019-10-15 11:03:27,2019-10-15,11,03
POWGRI,200.20,198.45,198.80,200.80,198.45,198.45,1.75,+0.88,"19,671",11:04:11.000,216.20,173.05,2019-10-15 11:03:27,2019-10-15,11,03
ULTCEM,"4,163.10","4,171.90","4,121.35","4,207.65","4,121.35","4,171.90",-8.80,-0.21,"4,683",11:04:13.000,"4,903.90","3,263.70",2019-10-15 11:03:27,2019-10-15,11,03
TECMAH,720.40,720.60,721.00,728.00,720.00,720.60,-0.20,-0.03,"11,642",11:04:13.000,846.00,607.90,2019-10-15 11:03:27,2019-10-15,11,03
SUNPHA,396.40,394.60,397.25,400.00,394.90,394.60,1.80,+0.46,"62,840",11:04:15.000,616.50,350.40,2019-10-15 11:03:27,2019-10-15,11,03
ONGC,136.10,135.20,136.60,138.00,135.40,135.20,0.90,+0.67,"225,320",11:04:18.000,178.95,115.55,2019-10-15 11:03:27,2019-10-15,11,03
BAAUTO,"2,981.00","2,956.05","2,959.00","2,987.00","2,956.50","2,956.05",24.95,+0.84,"11,537",11:04:20.000,"3,145.55","2,400.00",2019-10-15 11:03:27,2019-10-15,11,03
BHARAS,"5,815.00","5,767.35","5,773.85","5,827.00","5,773.85","5,767.35",47.65,+0.83,103,11:02:53.000,"6,539.00","3,352.10",2019-10-15 11:03:27,2019-10-15,11,03
INDOIL,147.25,144.80,145.95,148.30,145.20,144.80,2.45,+1.69,"214,731",11:04:23.000,170.40,116.10,2019-10-15 11:03:27,2019-10-15,11,03
COALIN,190.40,190.10,188.30,190.85,188.10,190.10,0.30,+0.16,"132,763",11:04:10.000,288.30,177.80,2019-10-15 11:03:27,2019-10-15,11,03
WIPRO,240.00,243.35,244.00,245.50,239.20,243.35,-3.35,-1.38,"139,664",11:04:25.000,301.55,220.50,2019-10-15 11:03:27,2019-10-15,11,03
HERHON,"2,664.90","2,609.25","2,616.85","2,668.35","2,615.00","2,609.25",55.65,+2.13,"15,126",11:04:27.000,"3,382.70","2,228.25",2019-10-15 11:03:27,2019-10-15,11,03
BRIIND,"3,122.60","3,107.20","3,139.90","3,154.20","3,115.45","3,107.20",15.40,+0.50,"6,156",11:04:27.000,"3,443.90","2,302.00",2019-10-15 11:03:27,2019-10-15,11,03
UNIP,587.70,586.95,585.30,590.95,580.95,586.95,0.75,+0.13,"28,400",11:04:27.000,709.25,390.53,2019-10-15 11:03:27,2019-10-15,11,03
DRREDD,"2,676.60","2,648.90","2,663.10","2,677.85","2,659.80","2,648.90",27.70,+1.05,"2,069",11:04:32.000,"2,965.20","2,065.30",2019-10-15 11:03:27,2019-10-15,11,03
ADAPOR,410.95,406.95,409.50,411.70,407.60,406.95,4.00,+0.98,"14,506",11:04:35.000,430.00,293.95,2019-10-15 11:03:27,2019-10-15,11,03
GRASIM,703.55,698.65,699.00,703.55,691.95,698.65,4.90,+0.70,"8,151",11:04:34.000,958.55,635.60,2019-10-15 11:03:27,2019-10-15,11,03
VEDLIM,145.75,147.85,147.50,147.50,144.60,147.85,-2.10,-1.42,"176,138",11:04:40.000,228.00,125.70,2019-10-15 11:03:27,2019-10-15,11,03
HINDAL,187.70,188.80,188.00,188.00,186.00,188.80,-1.10,-0.58,"56,893",11:04:41.000,246.00,171.25,2019-10-15 11:03:27,2019-10-15,11,03
TATSTE,341.75,344.85,345.50,346.15,339.55,344.85,-3.10,-0.90,"198,228",11:04:43.000,610.00,320.30,2019-10-15 11:03:27,2019-10-15,11,03
EICMOT,"19,102.15","18,311.25","18,370.00","19,159.25","18,270.00","18,311.25",790.90,+4.32,"2,936",11:04:46.000,"25,300.00","15,196.95",2019-10-15 11:03:27,2019-10-15,11,03
GAIL,126.30,125.85,126.50,126.85,125.60,125.85,0.45,+0.36,"63,471",11:04:46.000,190.98,119.65,2019-10-15 11:03:27,2019-10-15,11,03
JSWSTE,216.00,221.50,221.05,221.05,214.50,221.50,-5.50,-2.48,"128,313",11:04:49.000,384.90,201.90,2019-10-15 11:03:27,2019-10-15,11,03
BHAINF,257.60,259.25,258.25,258.30,255.45,259.25,-1.65,-0.64,"6,003",11:04:50.000,333.80,238.70,2019-10-15 11:03:27,2019-10-15,11,03
CIPLA,442.15,440.85,444.00,444.50,436.00,440.85,1.30,+0.29,"27,814",11:04:53.000,651.95,389.55,2019-10-15 11:03:27,2019-10-15,11,03
TATMOT,126.15,127.80,127.50,127.50,124.50,127.80,-1.65,-1.29,"846,492",11:04:55.000,239.30,106.00,2019-10-15 11:03:27,2019-10-15,11,03
ZEEENT,245.25,242.55,237.95,247.25,234.85,242.55,2.70,+1.11,"244,326",11:04:56.000,506.10,203.70,2019-10-15 11:03:27,2019-10-15,11,03
YESBAN,40.35,40.00,41.00,41.40,40.05,40.00,0.35,+0.88,"3,881,254",11:04:59.000,285.90,29.05,2019-10-15 11:03:27,2019-10-15,11,03
BSESEN,"38,454.60","38,214.47","38,316.49","38,469.48","38,238.27","38,214.47",240.13,+0.63,NA,11:05:01.605,NA,NA,2019-10-15 11:05:00,2019-10-15,11,05
HDFBAN,"1,218.00","1,203.15","1,210.00","1,218.30","1,207.30","1,203.15",14.85,+1.23,"32,762",11:05:02.000,"1,285.00",942.20,2019-10-15 11:05:00,2019-10-15,11,05
RELPET,131.50,130.85,129.00,132.40,127.90,130.85,0.65,+0.50,"2,225,733",15:30:03.000,152.95,68.10,2019-10-15 11:05:00,2019-10-15,11,05
HDFC,"2,021.10","2,011.50","2,013.00","2,030.05","2,013.00","2,011.50",9.60,+0.48,"11,213",11:05:05.000,"2,357.00","1,646.00",2019-10-15 11:05:00,2019-10-15,11,05
INFTEC,771.70,785.65,773.80,774.75,765.00,785.65,-13.95,-1.78,"170,505",11:05:06.000,847.40,600.65,2019-10-15 11:05:00,2019-10-15,11,05
ICIBAN,431.60,428.60,430.00,433.20,428.00,428.60,3.00,+0.70,"125,694",11:05:06.000,458.45,309.60,2019-10-15 11:05:00,2019-10-15,11,05
ITC,247.60,244.20,247.40,247.75,245.10,244.20,3.40,+1.39,"115,140",11:05:09.000,310.00,234.10,2019-10-15 11:05:00,2019-10-15,11,05
TCS,"2,036.70","2,020.95","2,028.80","2,046.90","2,024.20","2,020.95",15.75,+0.78,"21,797",11:05:10.000,"2,296.00","1,784.00",2019-10-15 11:05:00,2019-10-15,11,05
KOTMAH,"1,613.75","1,583.75","1,586.00","1,615.80","1,577.80","1,583.75",30.00,+1.89,"30,676",11:05:12.000,"1,682.40","1,099.00",2019-10-15 11:05:00,2019-10-15,11,05
LARTOU,"1,441.00","1,422.65","1,427.00","1,445.10","1,421.00","1,422.65",18.35,+1.29,"37,343",11:05:14.000,"1,606.70","1,183.40",2019-10-15 11:05:00,2019-10-15,11,05
HINLEV,"2,045.00","2,014.70","2,052.00","2,052.90","2,026.75","2,014.70",30.30,+1.50,"105,103",11:05:16.000,"2,101.50","1,500.40",2019-10-15 11:05:00,2019-10-15,11,05
AXIBAN,686.80,683.55,683.65,690.35,681.80,683.55,3.25,+0.48,"58,636",11:05:17.000,826.55,534.15,2019-10-15 11:05:00,2019-10-15,11,05
STABAN,257.00,255.45,256.80,257.50,255.65,255.45,1.55,+0.61,"332,849",11:05:20.000,373.70,244.35,2019-10-15 11:05:00,2019-10-15,11,05
BAJFI,"3,892.00","3,881.65","3,909.00","3,916.75","3,871.20","3,881.65",10.35,+0.27,"12,456",11:05:21.000,"4,112.00","2,000.80",2019-10-15 11:05:00,2019-10-15,11,05
MARUTI,"6,975.30","6,819.55","6,829.00","6,988.85","6,810.00","6,819.55",155.75,+2.28,"25,723",11:05:24.000,"7,929.00","5,447.00",2019-10-15 11:05:00,2019-10-15,11,05
INDBA,"1,253.90","1,250.50","1,251.55","1,262.40","1,237.00","1,250.50",3.40,+0.27,"57,506",11:05:26.000,"1,835.00","1,192.00",2019-10-15 11:05:00,2019-10-15,11,05
ASIPAI,"1,818.50","1,797.65","1,797.00","1,824.15","1,797.00","1,797.65",20.85,+1.16,"18,031",11:05:27.000,"1,819.55","1,119.60",2019-10-15 11:05:00,2019-10-15,11,05
BHAAIR,385.70,393.50,391.95,391.95,384.50,393.50,-7.80,-1.98,"82,303",11:05:28.000,396.55,264.41,2019-10-15 11:05:00,2019-10-15,11,05
HCLTEC,"1,089.50","1,087.05","1,088.60","1,099.00","1,081.05","1,087.05",2.45,+0.23,"10,831",11:05:29.000,"1,190.00",920.15,2019-10-15 11:05:00,2019-10-15,11,05
TITIND,"1,262.50","1,249.05","1,251.00","1,265.00","1,251.00","1,249.05",13.45,+1.08,"15,129",11:05:29.000,"1,345.55",766.65,2019-10-15 11:05:00,2019-10-15,11,05
MAHMAH,576.00,568.50,570.00,576.00,565.50,568.50,7.50,+1.32,"60,034",11:05:32.000,814.00,502.85,2019-10-15 11:05:00,2019-10-15,11,05
