NAME,LTP,DC,DO,DH,DL,PDC,CH,PCH,DV,LTT,WH52,WL52,DATE_TIME,DATE_TODAY,HOUR,MIN
POWGRI,199.15,198.45,198.80,199.45,198.45,198.45,0.70,+0.35,6458,09:32:56.000,216.20,173.05,2019-10-15 09:32:15,2019-10-15,09,32
ULTCEM,4195.70,4171.90,4121.35,4207.65,4121.35,4171.90,23.80,+0.57,1440,09:32:57.000,4903.90,3263.70,2019-10-15 09:32:15,2019-10-15,09,32
TECMAH,726.00,720.60,721.00,728.00,721.00,720.60,5.40,+0.75,4454,09:32:57.000,846.00,607.90,2019-10-15 09:32:15,2019-10-15,09,32
SUNPHA,399.00,394.60,397.25,399.30,395.25,394.60,4.40,+1.12,25089,09:33:00.000,616.50,350.40,2019-10-15 09:32:15,2019-10-15,09,32
ONGC,136.15,135.20,136.60,138.00,135.70,135.20,0.95,+0.70,99622,09:33:02.000,178.95,115.55,2019-10-15 09:32:15,2019-10-15,09,32
BAAUTO,2970.00,2956.05,2959.00,2977.20,2956.50,2956.05,13.95,+0.47,1309,09:33:05.000,3145.55,2400.00,2019-10-15 09:32:15,2019-10-15,09,32
BHARAS,NA,5767.35,NA,NA,NA,5767.35,NA,NA,NA,09:32:48.000,6539.00,3352.10,2019-10-15 09:32:15,2019-10-15,09,32
INDOIL,147.20,144.80,145.95,147.55,145.20,144.80,2.40,+1.66,63110,09:33:07.000,170.40,116.10,2019-10-15 09:32:15,2019-10-15,09,32
COALIN,188.70,190.10,188.30,190.60,188.10,190.10,-1.40,-0.74,28136,09:33:09.000,288.30,177.80,2019-10-15 09:32:15,2019-10-15,09,32
WIPRO,243.40,243.35,244.00,245.50,242.60,243.35,0.05,+0.02,56681,09:33:11.000,301.55,220.50,2019-10-15 09:32:15,2019-10-15,09,32
HERHON,2625.35,2609.25,2616.85,2633.65,2615.00,2609.25,16.10,+0.62,2053,09:33:13.000,3382.70,2228.25,2019-10-15 09:32:15,2019-10-15,09,32
BRIIND,3151.00,3107.20,3139.90,3154.20,3125.65,3107.20,43.80,+1.41,2325,09:33:13.000,3443.90,2302.00,2019-10-15 09:32:15,2019-10-15,09,32
UNIP,583.65,586.95,585.30,585.30,580.95,586.95,-3.30,-0.56,8559,09:33:15.000,709.25,390.53,2019-10-15 09:32:15,2019-10-15,09,32
DRREDD,2677.85,2648.90,2663.10,2677.85,2659.80,2648.90,28.95,+1.09,922,09:33:15.000,2965.20,2065.30,2019-10-15 09:32:15,2019-10-15,09,32
ADAPOR,410.90,406.95,409.50,411.40,407.60,406.95,3.95,+0.97,6042,09:33:17.000,430.00,293.95,2019-10-15 09:32:15,2019-10-15,09,32
GRASIM,692.00,698.65,699.00,699.00,692.00,698.65,-6.65,-0.95,3842,09:33:19.000,958.55,635.60,2019-10-15 09:32:15,2019-10-15,09,32
VEDLIM,146.00,147.85,147.50,147.50,145.60,147.85,-1.85,-1.25,24884,09:33:19.000,228.00,125.70,2019-10-15 09:32:15,2019-10-15,09,32
HINDAL,187.00,188.80,188.00,188.00,186.40,188.80,-1.80,-0.95,17330,09:33:17.000,246.00,171.25,2019-10-15 09:32:15,2019-10-15,09,32
TATSTE,340.70,344.85,345.50,346.15,340.70,344.85,-4.15,-1.20,62924,09:33:22.000,610.00,320.30,2019-10-15 09:32:15,2019-10-15,09,32
EICMOT,18403.55,18311.25,18370.00,18439.90,18270.00,18311.25,92.30,+0.50,233,09:33:22.000,25300.00,15196.95,2019-10-15 09:32:15,2019-10-15,09,32
GAIL,126.20,125.85,126.50,126.85,125.90,125.85,0.35,+0.28,10661,09:33:24.000,190.98,119.65,2019-10-15 09:32:15,2019-10-15,09,32
JSWSTE,217.20,221.50,221.05,221.05,217.20,221.50,-4.30,-1.94,19341,09:33:23.000,384.90,201.90,2019-10-15 09:32:15,2019-10-15,09,32
BHAINF,257.10,259.25,258.25,258.25,255.45,259.25,-2.15,-0.83,2846,09:33:26.000,333.80,238.70,2019-10-15 09:32:15,2019-10-15,09,32
CIPLA,442.65,440.85,444.00,444.50,436.00,440.85,1.80,+0.41,11123,09:33:26.000,651.95,389.55,2019-10-15 09:32:15,2019-10-15,09,32
TATMOT,125.55,127.80,127.50,127.50,125.40,127.80,-2.25,-1.76,281747,09:33:30.000,239.30,106.00,2019-10-15 09:32:15,2019-10-15,09,32
ZEEENT,235.50,242.55,237.95,241.25,234.85,242.55,-7.05,-2.91,63783,09:33:31.000,506.10,203.70,2019-10-15 09:32:15,2019-10-15,09,32
YESBAN,40.45,40.00,41.00,41.40,40.30,40.00,0.45,+1.13,1121543,09:33:34.000,285.90,29.05,2019-10-15 09:32:15,2019-10-15,09,32
BSESEN,38316.60,38214.47,38316.49,38355.31,38238.27,38214.47,102.13,+0.27,NA,09:33:34.720,NA,NA,2019-10-15 09:33:34,2019-10-15,09,33
HDFBAN,1209.85,1203.15,1210.00,1213.80,1207.30,1203.15,6.70,+0.56,7984,09:33:36.000,1285.00,942.20,2019-10-15 09:33:34,2019-10-15,09,33
RELPET,131.50,130.85,129.00,132.40,127.90,130.85,0.65,+0.50,2225733,15:30:03.000,152.95,68.10,2019-10-15 09:33:34,2019-10-15,09,33
HDFC,2020.30,2011.50,2013.00,2030.05,2013.00,2011.50,8.80,+0.44,2961,09:33:40.000,2357.00,1646.00,2019-10-15 09:33:34,2019-10-15,09,33
INFTEC,771.15,785.65,773.80,774.75,765.00,785.65,-14.50,-1.85,100212,09:33:42.000,847.40,600.65,2019-10-15 09:33:34,2019-10-15,09,33
ICIBAN,431.40,428.60,430.00,432.00,428.00,428.60,2.80,+0.65,43028,09:33:44.000,458.45,309.60,2019-10-15 09:33:34,2019-10-15,09,33
ITC,246.10,244.20,247.40,247.40,245.10,244.20,1.90,+0.78,30698,09:33:46.000,310.00,234.10,2019-10-15 09:33:34,2019-10-15,09,33
TCS,2037.55,2020.95,2028.80,2045.00,2024.20,2020.95,16.60,+0.82,7580,09:33:48.000,2296.00,1784.00,2019-10-15 09:33:34,2019-10-15,09,33
KOTMAH,1584.55,1583.75,1586.00,1594.40,1577.80,1583.75,0.80,+0.05,3444,09:33:49.000,1682.40,1099.00,2019-10-15 09:33:34,2019-10-15,09,33
LARTOU,1423.00,1422.65,1427.00,1430.30,1423.00,1422.65,0.35,+0.02,6328,09:33:51.000,1606.70,1183.40,2019-10-15 09:33:34,2019-10-15,09,33
HINLEV,2037.00,2014.70,2052.00,2052.90,2028.10,2014.70,22.30,+1.11,27901,09:33:54.000,2101.50,1500.40,2019-10-15 09:33:34,2019-10-15,09,33
AXIBAN,688.40,683.55,683.65,690.35,681.80,683.55,4.85,+0.71,22692,09:33:56.000,826.55,534.15,2019-10-15 09:33:34,2019-10-15,09,33
STABAN,256.00,255.45,256.80,257.35,255.70,255.45,0.55,+0.22,116127,09:33:58.000,373.70,244.35,2019-10-15 09:33:34,2019-10-15,09,33
BAJFI,3906.00,3881.65,3909.00,3916.75,3880.00,3881.65,24.35,+0.63,3990,09:33:59.000,4112.00,2000.80,2019-10-15 09:33:34,2019-10-15,09,33
MARUTI,6829.90,6819.55,6829.00,6850.00,6810.00,6819.55,10.35,+0.15,4185,09:34:01.000,7929.00,5447.00,2019-10-15 09:33:34,2019-10-15,09,33
INDBA,1239.50,1250.50,1251.55,1261.10,1237.55,1250.50,-11.00,-0.88,19670,09:34:03.000,1835.00,1192.00,2019-10-15 09:33:34,2019-10-15,09,33
ASIPAI,1811.00,1797.65,1797.00,1813.55,1797.00,1797.65,13.35,+0.74,3218,09:34:05.000,1819.55,1119.60,2019-10-15 09:33:34,2019-10-15,09,33
BHAAIR,389.00,393.50,391.95,391.95,387.60,393.50,-4.50,-1.14,14660,09:34:05.000,396.55,264.41,2019-10-15 09:33:34,2019-10-15,09,33
HCLTEC,1094.85,1087.05,1088.60,1097.25,1081.05,1087.05,7.80,+0.72,6110,09:34:07.000,1190.00,920.15,2019-10-15 09:33:34,2019-10-15,09,33
TITIND,1254.60,1249.05,1251.00,1260.00,1251.00,1249.05,5.55,+0.44,2795,09:34:08.000,1345.55,766.65,2019-10-15 09:33:34,2019-10-15,09,33
MAHMAH,568.10,568.50,570.00,571.45,566.65,568.50,-0.40,-0.07,7142,09:34:10.000,814.00,502.85,2019-10-15 09:33:34,2019-10-15,09,33
BAFINS,8105.05,8073.45,8108.95,8131.45,8084.50,8073.45,31.60,+0.39,628,09:34:12.000,8668.65,4960.00,2019-10-15 09:33:34,2019-10-15,09,33
NTPC,118.00,117.80,117.70,118.00,117.35,117.80,0.20,+0.17,19984,09:34:13.000,145.85,106.71,2019-10-15 09:33:34,2019-10-15,09,33
NESIND,14132.35,14174.10,14175.00,14175.00,14085.95,14174.10,-41.75,-0.29,54,09:34:15.000,14300.00,9205.00,2019-10-15 09:33:34,2019-10-15,09,33
POWGRI,199.50,198.45,198.80,199.50,198.45,198.45,1.05,+0.53,6463,09:34:17.000,216.20,173.05,2019-10-15 09:33:34,2019-10-15,09,33
ULTCEM,4194.40,4171.90,4121.35,4207.65,4121.35,4171.90,22.50,+0.54,1547,09:34:20.000,4903.90,3263.70,2019-10-15 09:33:34,2019-10-15,09,33
TECMAH,725.00,720.60,721.00,728.00,721.00,720.60,4.40,+0.61,4554,09:34:20.000,846.00,607.90,2019-10-15 09:33:34,2019-10-15,09,33
SUNPHA,399.05,394.60,397.25,399.30,395.25,394.60,4.45,+1.13,26010,09:34:22.000,616.50,350.40,2019-10-15 09:33:34,2019-10-15,09,33
ONGC,136.45,135.20,136.60,138.00,135.70,135.20,1.25,+0.92,102597,09:34:24.000,178.95,115.55,2019-10-15 09:33:34,2019-10-15,09,33
BAAUTO,2971.50,2956.05,2959.00,2977.20,2956.50,2956.05,15.45,+0.52,1558,09:34:25.000,3145.55,2400.00,2019-10-15 09:33:34,2019-10-15,09,33
BHARAS,NA,5767.35,NA,NA,NA,5767.35,NA,NA,NA,09:34:10.000,6539.00,3352.10,2019-10-15 09:33:34,2019-10-15,09,33
INDOIL,147.40,144.80,145.95,147.55,145.20,144.80,2.60,+1.80,64954,09:34:30.000,170.40,116.10,2019-10-15 09:33:34,2019-10-15,09,33
COALIN,189.00,190.10,188.30,190.60,188.10,190.10,-1.10,-0.58,28186,09:34:32.000,288.30,177.80,2019-10-15 09:33:34,2019-10-15,09,33
WIPRO,242.80,243.35,244.00,245.50,242.60,243.35,-0.55,-0.23,60010,09:34:34.000,301.55,220.50,2019-10-15 09:33:34,2019-10-15,09,33
HERHON,2627.15,2609.25,2616.85,2633.65,2615.00,2609.25,17.90,+0.69,2164,09:34:37.000,3382.70,2228.25,2019-10-15 09:33:34,2019-10-15,09,33
BRIIND,3142.70,3107.20,3139.90,3154.20,3125.65,3107.20,35.50,+1.14,2450,09:34:37.000,3443.90,2302.00,2019-10-15 09:33:34,2019-10-15,09,33
UNIP,584.85,586.95,585.30,585.30,580.95,586.95,-2.10,-0.36,8561,09:34:37.000,709.25,390.53,2019-10-15 09:33:34,2019-10-15,09,33
DRREDD,2672.30,2648.90,2663.10,2677.85,2659.80,2648.90,23.40,+0.88,997,09:34:41.000,2965.20,2065.30,2019-10-15 09:33:34,2019-10-15,09,33
ADAPOR,411.00,406.95,409.50,411.40,407.60,406.95,4.05,+1.00,6054,09:34:41.000,430.00,293.95,2019-10-15 09:33:34,2019-10-15,09,33
GRASIM,692.75,698.65,699.00,699.00,691.95,698.65,-5.90,-0.84,3972,09:34:43.000,958.55,635.60,2019-10-15 09:33:34,2019-10-15,09,33
VEDLIM,146.10,147.85,147.50,147.50,145.60,147.85,-1.75,-1.18,26357,09:34:44.000,228.00,125.70,2019-10-15 09:33:34,2019-10-15,09,33
HINDAL,187.10,188.80,188.00,188.00,186.40,188.80,-1.70,-0.90,18463,09:34:44.000,246.00,171.25,2019-10-15 09:33:34,2019-10-15,09,33
TATSTE,340.50,344.85,345.50,346.15,340.50,344.85,-4.35,-1.26,69427,09:34:48.000,610.00,320.30,2019-10-15 09:33:34,2019-10-15,09,33
EICMOT,18394.95,18311.25,18370.00,18439.90,18270.00,18311.25,83.70,+0.46,256,09:34:48.000,25300.00,15196.95,2019-10-15 09:33:34,2019-10-15,09,33
GAIL,126.30,125.85,126.50,126.85,125.90,125.85,0.45,+0.36,12599,09:34:49.000,190.98,119.65,2019-10-15 09:33:34,2019-10-15,09,33
JSWSTE,217.25,221.50,221.05,221.05,216.95,221.50,-4.25,-1.92,20548,09:34:52.000,384.90,201.90,2019-10-15 09:33:34,2019-10-15,09,33
BHAINF,257.10,259.25,258.25,258.25,255.45,259.25,-2.15,-0.83,2846,09:34:54.000,333.80,238.70,2019-10-15 09:33:34,2019-10-15,09,33
CIPLA,443.00,440.85,444.00,444.50,436.00,440.85,2.15,+0.49,11513,09:34:55.000,651.95,389.55,2019-10-15 09:33:34,2019-10-15,09,33
TATMOT,125.60,127.80,127.50,127.50,125.35,127.80,-2.20,-1.72,293356,09:34:57.000,239.30,106.00,2019-10-15 09:33:34,2019-10-15,09,33
ZEEENT,237.55,242.55,237.95,241.25,234.85,242.55,-5.00,-2.06,82910,09:35:00.000,506.10,203.70,2019-10-15 09:33:34,2019-10-15,09,33
YESBAN,40.35,40.00,41.00,41.40,40.05,40.00,0.35,+0.88,1198917,09:35:02.000,285.90,29.05,2019-10-15 09:33:34,2019-10-15,09,33
BSESEN,38314.41,38214.47,38316.49,38355.31,38238.27,38214.47,99.94,+0.26,NA,09:35:04.852,NA,NA,2019-10-15 09:35:03,2019-10-15,09,35
HDFBAN,1211.50,1203.15,1210.00,1213.80,1207.30,1203.15,8.35,+0.69,9016,09:35:06.000,1285.00,942.20,2019-10-15 09:35:03,2019-10-15,09,35
RELPET,131.50,130.85,129.00,132.40,127.90,130.85,0.65,+0.50,2225733,15:30:03.000,152.95,68.10,2019-10-15 09:35:03,2019-10-15,09,35
HDFC,2022.50,2011.50,2013.00,2030.05,2013.00,2011.50,11.00,+0.55,3045,09:35:10.000,2357.00,1646.00,2019-10-15 09:35:03,2019-10-15,09,35
INFTEC,771.00,785.65,773.80,774.75,765.00,785.65,-14.65,-1.86,102421,09:35:12.000,847.40,600.65,2019-10-15 09:35:03,2019-10-15,09,35
ICIBAN,431.20,428.60,430.00,432.00,428.00,428.60,2.60,+0.61,44179,09:35:13.000,458.45,309.60,2019-10-15 09:35:03,2019-10-15,09,35
ITC,245.70,244.20,247.40,247.40,245.10,244.20,1.50,+0.61,31837,09:35:15.000,310.00,234.10,2019-10-15 09:35:03,2019-10-15,09,35
TCS,2038.70,2020.95,2028.80,2045.00,2024.20,2020.95,17.75,+0.88,7722,09:35:17.000,2296.00,1784.00,2019-10-15 09:35:03,2019-10-15,09,35
KOTMAH,1587.00,1583.75,1586.00,1594.40,1577.80,1583.75,3.25,+0.21,4563,09:35:19.000,1682.40,1099.00,2019-10-15 09:35:03,2019-10-15,09,35
LARTOU,1424.00,1422.65,1427.00,1430.30,1422.80,1422.65,1.35,+0.09,7079,09:35:21.000,1606.70,1183.40,2019-10-15 09:35:03,2019-10-15,09,35
HINLEV,2035.40,2014.70,2052.00,2052.90,2028.10,2014.70,20.70,+1.03,29007,09:35:22.000,2101.50,1500.40,2019-10-15 09:35:03,2019-10-15,09,35
AXIBAN,688.90,683.55,683.65,690.35,681.80,683.55,5.35,+0.78,23251,09:35:23.000,826.55,534.15,2019-10-15 09:35:03,2019-10-15,09,35
STABAN,256.25,255.45,256.80,257.35,255.70,255.45,0.80,+0.31,117693,09:35:26.000,373.70,244.35,2019-10-15 09:35:03,2019-10-15,09,35
BAJFI,3908.00,3881.65,3909.00,3916.75,3880.00,3881.65,26.35,+0.68,4126,09:35:28.000,4112.00,2000.80,2019-10-15 09:35:03,2019-10-15,09,35
MARUTI,6832.50,6819.55,6829.00,6850.00,6810.00,6819.55,12.95,+0.19,4225,09:35:29.000,7929.00,5447.00,2019-10-15 09:35:03,2019-10-15,09,35
INDBA,1238.00,1250.50,1251.55,1261.10,1237.00,1250.50,-12.50,-1.00,20154,09:35:30.000,1835.00,1192.00,2019-10-15 09:35:03,2019-10-15,09,35
ASIPAI,1812.00,1797.65,1797.00,1813.55,1797.00,1797.65,14.35,+0.80,3514,09:35:30.000,1819.55,1119.60,2019-10-15 09:35:03,2019-10-15,09,35
BHAAIR,388.95,393.50,391.95,391.95,387.60,393.50,-4.55,-1.16,15890,09:35:29.000,396.55,264.41,2019-10-15 09:35:03,2019-10-15,09,35
HCLTEC,1096.60,1087.05,1088.60,1097.90,1081.05,1087.05,9.55,+0.88,6501,09:35:32.000,1190.00,920.15,2019-10-15 09:35:03,2019-10-15,09,35
TITIND,1258.25,1249.05,1251.00,1260.00,1251.00,1249.05,9.20,+0.74,2909,09:35:34.000,1345.55,766.65,2019-10-15 09:35:03,2019-10-15,09,35
MAHMAH,569.50,568.50,570.00,571.45,566.65,568.50,1.00,+0.18,7830,09:35:33.000,814.00,502.85,2019-10-15 09:35:03,2019-10-15,09,35
BAFINS,8095.60,8073.45,8108.95,8131.45,8084.50,8073.45,22.15,+0.27,649,09:35:36.000,8668.65,4960.00,2019-10-15 09:35:03,2019-10-15,09,35
NTPC,118.05,117.80,117.70,118.05,117.35,117.80,0.25,+0.21,20063,09:35:37.000,145.85,106.71,2019-10-15 09:35:03,2019-10-15,09,35
NESIND,14094.25,14174.10,14175.00,14175.00,14085.95,14174.10,-79.85,-0.56,58,09:35:38.000,14300.00,9205.00,2019-10-15 09:35:03,2019-10-15,09,35
POWGRI,199.80,198.45,198.80,199.85,198.45,198.45,1.35,+0.68,6618,09:35:37.000,216.20,173.05,2019-10-15 09:35:03,2019-10-15,09,35
ULTCEM,4195.30,4171.90,4121.35,4207.65,4121.35,4171.90,23.40,+0.56,1548,09:35:40.000,4903.90,3263.70,2019-10-15 09:35:03,2019-10-15,09,35
TECMAH,725.70,720.60,721.00,728.00,721.00,720.60,5.10,+0.71,4659,09:35:41.000,846.00,607.90,2019-10-15 09:35:03,2019-10-15,09,35
SUNPHA,398.30,394.60,397.25,399.30,395.25,394.60,3.70,+0.94,27935,09:35:43.000,616.50,350.40,2019-10-15 09:35:03,2019-10-15,09,35
ONGC,136.35,135.20,136.60,138.00,135.70,135.20,1.15,+0.85,106625,09:35:46.000,178.95,115.55,2019-10-15 09:35:03,2019-10-15,09,35
BAAUTO,2968.85,2956.05,2959.00,2977.20,2956.50,2956.05,12.80,+0.43,1565,09:35:48.000,3145.55,2400.00,2019-10-15 09:35:03,2019-10-15,09,35
BHARAS,NA,5767.35,NA,NA,NA,5767.35,NA,NA,NA,09:35:40.000,6539.00,3352.10,2019-10-15 09:35:03,2019-10-15,09,35
INDOIL,147.55,144.80,145.95,147.85,145.20,144.80,2.75,+1.90,72555,09:35:52.000,170.40,116.10,2019-10-15 09:35:03,2019-10-15,09,35
COALIN,189.15,190.10,188.30,190.60,188.10,190.10,-0.95,-0.50,29266,09:35:54.000,288.30,177.80,2019-10-15 09:35:03,2019-10-15,09,35
WIPRO,242.80,243.35,244.00,245.50,242.60,243.35,-0.55,-0.23,60860,09:35:55.000,301.55,220.50,2019-10-15 09:35:03,2019-10-15,09,35
HERHON,2630.00,2609.25,2616.85,2633.65,2615.00,2609.25,20.75,+0.80,2193,09:35:58.000,3382.70,2228.25,2019-10-15 09:35:03,2019-10-15,09,35
BRIIND,3144.00,3107.20,3139.90,3154.20,3125.65,3107.20,36.80,+1.18,2460,09:35:58.000,3443.90,2302.00,2019-10-15 09:35:03,2019-10-15,09,35
UNIP,586.85,586.95,585.30,587.15,580.95,586.95,-0.10,-0.02,12177,09:36:01.000,709.25,390.53,2019-10-15 09:35:03,2019-10-15,09,35
DRREDD,2675.00,2648.90,2663.10,2677.85,2659.80,2648.90,26.10,+0.99,1147,09:36:02.000,2965.20,2065.30,2019-10-15 09:35:03,2019-10-15,09,35
ADAPOR,411.60,406.95,409.50,411.60,407.60,406.95,4.65,+1.14,6843,09:36:03.000,430.00,293.95,2019-10-15 09:35:03,2019-10-15,09,35
GRASIM,695.00,698.65,699.00,699.00,691.95,698.65,-3.65,-0.52,3992,09:36:05.000,958.55,635.60,2019-10-15 09:35:03,2019-10-15,09,35
VEDLIM,146.00,147.85,147.50,147.50,145.60,147.85,-1.85,-1.25,26462,09:36:07.000,228.00,125.70,2019-10-15 09:35:03,2019-10-15,09,35
HINDAL,187.25,188.80,188.00,188.00,186.40,188.80,-1.55,-0.82,19921,09:36:08.000,246.00,171.25,2019-10-15 09:35:03,2019-10-15,09,35
TATSTE,341.15,344.85,345.50,346.15,340.50,344.85,-3.70,-1.07,70339,09:36:09.000,610.00,320.30,2019-10-15 09:35:03,2019-10-15,09,35
EICMOT,18428.60,18311.25,18370.00,18439.90,18270.00,18311.25,117.35,+0.64,286,09:36:10.000,25300.00,15196.95,2019-10-15 09:35:03,2019-10-15,09,35
GAIL,126.30,125.85,126.50,126.85,125.90,125.85,0.45,+0.36,12604,09:36:09.000,190.98,119.65,2019-10-15 09:35:03,2019-10-15,09,35
JSWSTE,217.10,221.50,221.05,221.05,216.95,221.50,-4.40,-1.99,20702,09:36:13.000,384.90,201.90,2019-10-15 09:35:03,2019-10-15,09,35
BHAINF,256.90,259.25,258.25,258.25,255.45,259.25,-2.35,-0.91,2857,09:36:14.000,333.80,238.70,2019-10-15 09:35:03,2019-10-15,09,35
CIPLA,441.80,440.85,444.00,444.50,436.00,440.85,0.95,+0.22,11897,09:36:16.000,651.95,389.55,2019-10-15 09:35:03,2019-10-15,09,35
TATMOT,125.45,127.80,127.50,127.50,125.35,127.80,-2.35,-1.84,308992,09:36:18.000,239.30,106.00,2019-10-15 09:35:03,2019-10-15,09,35
ZEEENT,238.00,242.55,237.95,241.25,234.85,242.55,-4.55,-1.88,83846,09:36:21.000,506.10,203.70,2019-10-15 09:35:03,2019-10-15,09,35
YESBAN,40.25,40.00,41.00,41.40,40.05,40.00,0.25,+0.63,1294397,09:36:23.000,285.90,29.05,2019-10-15 09:35:03,2019-10-15,09,35
BSESEN,38330.30,38214.47,38316.49,38355.31,38238.27,38214.47,115.83,+0.30,NA,09:36:23.968,NA,NA,2019-10-15 09:36:23,2019-10-15,09,36
HDFBAN,1213.20,1203.15,1210.00,1213.80,1207.30,1203.15,10.05,+0.84,9596,09:36:26.000,1285.00,942.20,2019-10-15 09:36:23,2019-10-15,09,36
RELPET,131.50,130.85,129.00,132.40,127.90,130.85,0.65,+0.50,2225733,15:30:03.000,152.95,68.10,2019-10-15 09:36:23,2019-10-15,09,36
HDFC,2020.65,2011.50,2013.00,2030.05,2013.00,2011.50,9.15,+0.45,3197,09:36:30.000,2357.00,1646.00,2019-10-15 09:36:23,2019-10-15,09,36
INFTEC,772.00,785.65,773.80,774.75,765.00,785.65,-13.65,-1.74,104147,09:36:32.000,847.40,600.65,2019-10-15 09:36:23,2019-10-15,09,36
ICIBAN,431.00,428.60,430.00,432.00,428.00,428.60,2.40,+0.56,44868,09:36:35.000,458.45,309.60,2019-10-15 09:36:23,2019-10-15,09,36
ITC,245.85,244.20,247.40,247.40,245.10,244.20,1.65,+0.68,32437,09:36:35.000,310.00,234.10,2019-10-15 09:36:23,2019-10-15,09,36
TCS,2040.05,2020.95,2028.80,2045.00,2024.20,2020.95,19.10,+0.95,7987,09:36:39.000,2296.00,1784.00,2019-10-15 09:36:23,2019-10-15,09,36
KOTMAH,1586.15,1583.75,1586.00,1594.40,1577.80,1583.75,2.40,+0.15,9791,09:36:40.000,1682.40,1099.00,2019-10-15 09:36:23,2019-10-15,09,36
LARTOU,1424.00,1422.65,1427.00,1430.30,1422.80,1422.65,1.35,+0.09,7601,09:36:42.000,1606.70,1183.40,2019-10-15 09:36:23,2019-10-15,09,36
HINLEV,2035.40,2014.70,2052.00,2052.90,2028.10,2014.70,20.70,+1.03,29366,09:36:44.000,2101.50,1500.40,2019-10-15 09:36:23,2019-10-15,09,36
AXIBAN,688.40,683.55,683.65,690.35,681.80,683.55,4.85,+0.71,24274,09:36:46.000,826.55,534.15,2019-10-15 09:36:23,2019-10-15,09,36
STABAN,256.40,255.45,256.80,257.35,255.70,255.45,0.95,+0.37,119367,09:36:49.000,373.70,244.35,2019-10-15 09:36:23,2019-10-15,09,36
BAJFI,3911.00,3881.65,3909.00,3916.75,3880.00,3881.65,29.35,+0.76,4258,09:36:51.000,4112.00,2000.80,2019-10-15 09:36:23,2019-10-15,09,36
MARUTI,6832.45,6819.55,6829.00,6850.00,6810.00,6819.55,12.90,+0.19,4370,09:36:52.000,7929.00,5447.00,2019-10-15 09:36:23,2019-10-15,09,36
INDBA,1244.60,1250.50,1251.55,1261.10,1237.00,1250.50,-5.90,-0.47,21102,09:36:54.000,1835.00,1192.00,2019-10-15 09:36:23,2019-10-15,09,36
ASIPAI,1813.95,1797.65,1797.00,1813.95,1797.00,1797.65,16.30,+0.91,4008,09:36:56.000,1819.55,1119.60,2019-10-15 09:36:23,2019-10-15,09,36
BHAAIR,388.70,393.50,391.95,391.95,387.60,393.50,-4.80,-1.22,16490,09:36:58.000,396.55,264.41,2019-10-15 09:36:23,2019-10-15,09,36
HCLTEC,1096.60,1087.05,1088.60,1097.90,1081.05,1087.05,9.55,+0.88,6511,09:37:01.000,1190.00,920.15,2019-10-15 09:36:23,2019-10-15,09,36
TITIND,1258.35,1249.05,1251.00,1260.00,1251.00,1249.05,9.30,+0.74,2954,09:36:59.000,1345.55,766.65,2019-10-15 09:36:23,2019-10-15,09,36
MAHMAH,570.20,568.50,570.00,571.45,566.65,568.50,1.70,+0.30,7900,09:37:04.000,814.00,502.85,2019-10-15 09:36:23,2019-10-15,09,36
BAFINS,8105.35,8073.45,8108.95,8131.45,8084.50,8073.45,31.90,+0.40,651,09:37:06.000,8668.65,4960.00,2019-10-15 09:36:23,2019-10-15,09,36
NTPC,118.05,117.80,117.70,118.20,117.35,117.80,0.25,+0.21,21792,09:37:08.000,145.85,106.71,2019-10-15 09:36:23,2019-10-15,09,36
NESIND,14094.25,14174.10,14175.00,14175.00,14085.95,14174.10,-79.85,-0.56,62,09:37:06.000,14300.00,9205.00,2019-10-15 09:36:23,2019-10-15,09,36
POWGRI,199.95,198.45,198.80,199.95,198.45,198.45,1.50,+0.76,6948,09:37:11.000,216.20,173.05,2019-10-15 09:36:23,2019-10-15,09,36
ULTCEM,4200.00,4171.90,4121.35,4207.65,4121.35,4171.90,28.10,+0.67,1685,09:37:13.000,4903.90,3263.70,2019-10-15 09:36:23,2019-10-15,09,36
TECMAH,725.25,720.60,721.00,728.00,721.00,720.60,4.65,+0.65,5415,09:37:15.000,846.00,607.90,2019-10-15 09:36:23,2019-10-15,09,36
SUNPHA,399.50,394.60,397.25,399.50,395.25,394.60,4.90,+1.24,28497,09:37:15.000,616.50,350.40,2019-10-15 09:36:23,2019-10-15,09,36
ONGC,136.30,135.20,136.60,138.00,135.70,135.20,1.10,+0.81,109292,09:37:16.000,178.95,115.55,2019-10-15 09:36:23,2019-10-15,09,36
BAAUTO,2969.70,2956.05,2959.00,2977.20,2956.50,2956.05,13.65,+0.46,1571,09:37:19.000,3145.55,2400.00,2019-10-15 09:36:23,2019-10-15,09,36
BHARAS,NA,5767.35,NA,NA,NA,5767.35,NA,NA,NA,09:37:21.000,6539.00,3352.10,2019-10-15 09:36:23,2019-10-15,09,36
INDOIL,147.45,144.80,145.95,147.85,145.20,144.80,2.65,+1.83,73091,09:37:22.000,170.40,116.10,2019-10-15 09:36:23,2019-10-15,09,36
COALIN,189.30,190.10,188.30,190.60,188.10,190.10,-0.80,-0.42,30841,09:37:23.000,288.30,177.80,2019-10-15 09:36:23,2019-10-15,09,36
WIPRO,242.90,243.35,244.00,245.50,242.60,243.35,-0.45,-0.18,61506,09:37:24.000,301.55,220.50,2019-10-15 09:36:23,2019-10-15,09,36
