NAME,LTP,DC,DO,DH,DL,PDC,DATE_TIME,DATE_TODAY,HOUR,MIN
YESBAN,40.6,40,41,41.4,40.05,40,2019-10-15 11:22:02,2019-10-15,11,22
BSESEN,38465.15,38214.47,38316.49,38500.59,38238.27,38214.47,2019-10-15 11:53:28,2019-10-15,11,53
HDFBAN,1216.35,1203.15,1210,1218.5,1207.3,1203.15,2019-10-15 11:53:28,2019-10-15,11,53
RELPET,131.5,130.85,129,132.4,127.9,130.85,2019-10-15 11:53:28,2019-10-15,11,53
HDFC,2024.2,2011.5,2013,2030.05,2013,2011.5,2019-10-15 11:53:28,2019-10-15,11,53
INFTEC,771.5,785.65,773.8,774.75,765,785.65,2019-10-15 11:53:28,2019-10-15,11,53
ICIBAN,431.15,428.6,430,433.2,428,428.6,2019-10-15 11:53:28,2019-10-15,11,53
ITC,247.75,244.2,247.4,247.95,245.1,244.2,2019-10-15 11:53:28,2019-10-15,11,53
TCS,2041.25,2020.95,2028.8,2046.9,2024.2,2020.95,2019-10-15 11:53:28,2019-10-15,11,53
KOTMAH,1609.3,1583.75,1586,1615.8,1577.8,1583.75,2019-10-15 11:53:28,2019-10-15,11,53
LARTOU,1435.3,1422.65,1427,1445.1,1421,1422.65,2019-10-15 11:53:28,2019-10-15,11,53
HINLEV,2053,2014.7,2052,2056.95,2026.75,2014.7,2019-10-15 11:53:28,2019-10-15,11,53
AXIBAN,687.35,683.55,683.65,690.35,681.8,683.55,2019-10-15 11:53:28,2019-10-15,11,53
STABAN,256.6,255.45,256.8,257.5,255.65,255.45,2019-10-15 11:53:28,2019-10-15,11,53
BAJFI,3877.85,3881.65,3909,3916.75,3871.2,3881.65,2019-10-15 11:53:28,2019-10-15,11,53
MARUTI,7000.6,6819.55,6829,7015.35,6810,6819.55,2019-10-15 11:53:28,2019-10-15,11,53
INDBA,1256,1250.5,1251.55,1262.4,1237,1250.5,2019-10-15 11:53:28,2019-10-15,11,53
ASIPAI,1813,1797.65,1797,1824.15,1797,1797.65,2019-10-15 11:53:28,2019-10-15,11,53
BHAAIR,386.2,393.5,391.95,391.95,383.7,393.5,2019-10-15 11:53:28,2019-10-15,11,53
HCLTEC,1090.2,1087.05,1088.6,1099,1081.05,1087.05,2019-10-15 11:53:28,2019-10-15,11,53
TITIND,1260.3,1249.05,1251,1265,1251,1249.05,2019-10-15 11:53:28,2019-10-15,11,53
MAHMAH,579.25,568.5,570,580.25,565.5,568.5,2019-10-15 11:53:28,2019-10-15,11,53
BAFINS,8058.6,8073.45,8108.95,8131.45,8050,8073.45,2019-10-15 11:53:28,2019-10-15,11,53
NTPC,119.15,117.8,117.7,119.7,117.35,117.8,2019-10-15 11:53:28,2019-10-15,11,53
NESIND,14064.5,14174.1,14175,14175,14040,14174.1,2019-10-15 11:53:28,2019-10-15,11,53
POWGRI,200.85,198.45,198.8,201.4,198.45,198.45,2019-10-15 11:53:28,2019-10-15,11,53
ULTCEM,4171.65,4171.9,4121.35,4207.65,4121.35,4171.9,2019-10-15 11:53:28,2019-10-15,11,53
TECMAH,721.8,720.6,721,728,719.95,720.6,2019-10-15 11:53:28,2019-10-15,11,53
SUNPHA,395.45,394.6,397.25,400,394.9,394.6,2019-10-15 11:53:28,2019-10-15,11,53
ONGC,136.8,135.2,136.6,138,135.4,135.2,2019-10-15 11:53:28,2019-10-15,11,53
BAAUTO,2998,2956.05,2959,3010.95,2956.5,2956.05,2019-10-15 11:53:28,2019-10-15,11,53
BHARAS,5815,5767.35,5773.85,5827,5773.85,5767.35,2019-10-15 11:53:28,2019-10-15,11,53
INDOIL,146.55,144.8,145.95,148.3,145.2,144.8,2019-10-15 11:53:28,2019-10-15,11,53
COALIN,190.45,190.1,188.3,191.3,188.1,190.1,2019-10-15 11:53:28,2019-10-15,11,53
WIPRO,240.2,243.35,244,245.5,239.2,243.35,2019-10-15 11:53:28,2019-10-15,11,53
HERHON,2685,2609.25,2616.85,2696.3,2615,2609.25,2019-10-15 11:53:28,2019-10-15,11,53
BRIIND,3131.55,3107.2,3139.9,3154.2,3115.45,3107.2,2019-10-15 11:53:28,2019-10-15,11,53
UNIP,589,586.95,585.3,590.95,580.95,586.95,2019-10-15 11:53:28,2019-10-15,11,53
DRREDD,2686.95,2648.9,2663.1,2687,2659.8,2648.9,2019-10-15 11:53:28,2019-10-15,11,53
ADAPOR,412.3,406.95,409.5,413.1,407.6,406.95,2019-10-15 11:53:28,2019-10-15,11,53
GRASIM,701.25,698.65,699,704,691.95,698.65,2019-10-15 11:53:28,2019-10-15,11,53
VEDLIM,145.75,147.85,147.5,147.5,144.6,147.85,2019-10-15 11:53:28,2019-10-15,11,53
HINDAL,187.25,188.8,188,188,186,188.8,2019-10-15 11:53:28,2019-10-15,11,53
TATSTE,339.35,344.85,345.5,346.15,338.8,344.85,2019-10-15 11:53:28,2019-10-15,11,53
EICMOT,19077.05,18311.25,18370,19200,18270,18311.25,2019-10-15 11:53:28,2019-10-15,11,53
GAIL,126.1,125.85,126.5,126.85,125.6,125.85,2019-10-15 11:53:28,2019-10-15,11,53
JSWSTE,215.25,221.5,221.05,221.05,214.5,221.5,2019-10-15 11:53:28,2019-10-15,11,53
BHAINF,257.8,259.25,258.25,258.65,255.45,259.25,2019-10-15 11:53:28,2019-10-15,11,53
CIPLA,441.95,440.85,444,444.5,436,440.85,2019-10-15 11:53:28,2019-10-15,11,53
TATMOT,125.05,127.8,127.5,127.5,124.5,127.8,2019-10-15 11:53:28,2019-10-15,11,53
ZEEENT,249.4,242.55,237.95,251.8,234.85,242.55,2019-10-15 11:53:28,2019-10-15,11,53
YESBAN,40.25,40,41,41.4,40.05,40,2019-10-15 11:53:28,2019-10-15,11,53
BSESEN,38507.6,38214.47,38316.49,38537.92,38238.27,38214.47,2019-10-15 12:24:59,2019-10-15,12,24
HDFBAN,1217.85,1203.15,1210,1219,1207.3,1203.15,2019-10-15 12:24:59,2019-10-15,12,24
RELPET,131.5,130.85,129,132.4,127.9,130.85,2019-10-15 12:24:59,2019-10-15,12,24
HDFC,2027.3,2011.5,2013,2030.05,2013,2011.5,2019-10-15 12:24:59,2019-10-15,12,24
INFTEC,771.3,785.65,773.8,774.75,765,785.65,2019-10-15 12:24:59,2019-10-15,12,24
ICIBAN,431.5,428.6,430,433.2,428,428.6,2019-10-15 12:24:59,2019-10-15,12,24
ITC,248.95,244.2,247.4,249.15,245.1,244.2,2019-10-15 12:24:59,2019-10-15,12,24
TCS,2040.7,2020.95,2028.8,2046.9,2024.2,2020.95,2019-10-15 12:24:59,2019-10-15,12,24
KOTMAH,1613.2,1583.75,1586,1615.8,1577.8,1583.75,2019-10-15 12:24:59,2019-10-15,12,24
LARTOU,1436.15,1422.65,1427,1445.1,1421,1422.65,2019-10-15 12:24:59,2019-10-15,12,24
HINLEV,2062.6,2014.7,2052,2065,2026.75,2014.7,2019-10-15 12:24:59,2019-10-15,12,24
AXIBAN,688.6,683.55,683.65,690.35,681.8,683.55,2019-10-15 12:24:59,2019-10-15,12,24
STABAN,256.9,255.45,256.8,257.5,255.65,255.45,2019-10-15 12:24:59,2019-10-15,12,24
BAJFI,3873.4,3881.65,3909,3916.75,3871.2,3881.65,2019-10-15 12:24:59,2019-10-15,12,24
MARUTI,6991.7,6819.55,6829,7015.35,6810,6819.55,2019-10-15 12:24:59,2019-10-15,12,24
INDBA,1259.2,1250.5,1251.55,1264.5,1237,1250.5,2019-10-15 12:24:59,2019-10-15,12,24
ASIPAI,1814,1797.65,1797,1824.15,1797,1797.65,2019-10-15 12:24:59,2019-10-15,12,24
BHAAIR,384.4,393.5,391.95,391.95,383.7,393.5,2019-10-15 12:24:59,2019-10-15,12,24
HCLTEC,1092.05,1087.05,1088.6,1099,1081.05,1087.05,2019-10-15 12:24:59,2019-10-15,12,24
TITIND,1264.95,1249.05,1251,1267.35,1251,1249.05,2019-10-15 12:24:59,2019-10-15,12,24
MAHMAH,581.5,568.5,570,582.6,565.5,568.5,2019-10-15 12:24:59,2019-10-15,12,24
BAFINS,8055,8073.45,8108.95,8131.45,8040,8073.45,2019-10-15 12:24:59,2019-10-15,12,24
NTPC,119,117.8,117.7,119.7,117.35,117.8,2019-10-15 12:24:59,2019-10-15,12,24
NESIND,14065.75,14174.1,14175,14175,14040,14174.1,2019-10-15 12:24:59,2019-10-15,12,24
POWGRI,200.65,198.45,198.8,201.4,198.45,198.45,2019-10-15 12:24:59,2019-10-15,12,24
ULTCEM,4199.4,4171.9,4121.35,4207.65,4121.35,4171.9,2019-10-15 12:24:59,2019-10-15,12,24
TECMAH,721.5,720.6,721,728,719.95,720.6,2019-10-15 12:24:59,2019-10-15,12,24
SUNPHA,394.6,394.6,397.25,400,394.3,394.6,2019-10-15 12:24:59,2019-10-15,12,24
ONGC,137.75,135.2,136.6,138.3,135.4,135.2,2019-10-15 12:24:59,2019-10-15,12,24
BAAUTO,2996.25,2956.05,2959,3010.95,2956.5,2956.05,2019-10-15 12:24:59,2019-10-15,12,24
BHARAS,5786.55,5767.35,5773.85,5827,5773.85,5767.35,2019-10-15 12:24:59,2019-10-15,12,24
INDOIL,146.85,144.8,145.95,148.3,145.2,144.8,2019-10-15 12:24:59,2019-10-15,12,24
COALIN,190.5,190.1,188.3,191.3,188.1,190.1,2019-10-15 12:24:59,2019-10-15,12,24
WIPRO,242.25,243.35,244,245.5,239.2,243.35,2019-10-15 12:24:59,2019-10-15,12,24
HERHON,2676.85,2609.25,2616.85,2696.3,2615,2609.25,2019-10-15 12:24:59,2019-10-15,12,24
BRIIND,3149.8,3107.2,3139.9,3154.2,3115.45,3107.2,2019-10-15 12:24:59,2019-10-15,12,24
UNIP,589.3,586.95,585.3,590.95,580.95,586.95,2019-10-15 12:24:59,2019-10-15,12,24
DRREDD,2687.8,2648.9,2663.1,2688,2659.8,2648.9,2019-10-15 12:24:59,2019-10-15,12,24
ADAPOR,412.65,406.95,409.5,413.1,407.6,406.95,2019-10-15 12:24:59,2019-10-15,12,24
GRASIM,700.05,698.65,699,704,691.95,698.65,2019-10-15 12:24:59,2019-10-15,12,24
VEDLIM,146.4,147.85,147.5,147.5,144.6,147.85,2019-10-15 12:24:59,2019-10-15,12,24
HINDAL,187.35,188.8,188,188,186,188.8,2019-10-15 12:24:59,2019-10-15,12,24
TATSTE,340.55,344.85,345.5,346.15,338.8,344.85,2019-10-15 12:24:59,2019-10-15,12,24
EICMOT,19058.4,18311.25,18370,19200,18270,18311.25,2019-10-15 12:24:59,2019-10-15,12,24
GAIL,126.8,125.85,126.5,127.1,125.6,125.85,2019-10-15 12:24:59,2019-10-15,12,24
JSWSTE,215.75,221.5,221.05,221.05,214.5,221.5,2019-10-15 12:24:59,2019-10-15,12,24
BHAINF,260.15,259.25,258.25,260.25,255.45,259.25,2019-10-15 12:24:59,2019-10-15,12,24
CIPLA,443,440.85,444,444.8,436,440.85,2019-10-15 12:24:59,2019-10-15,12,24
TATMOT,124.65,127.8,127.5,127.5,124.45,127.8,2019-10-15 12:24:59,2019-10-15,12,24
ZEEENT,248.3,242.55,237.95,252,234.85,242.55,2019-10-15 12:24:59,2019-10-15,12,24
YESBAN,40.45,40,41,41.4,40.05,40,2019-10-15 12:24:59,2019-10-15,12,24
BSESEN,38445.19,38214.47,38316.49,38537.92,38238.27,38214.47,2019-10-15 12:56:21,2019-10-15,12,56
HDFBAN,1216.45,1203.15,1210,1219,1207.3,1203.15,2019-10-15 12:56:21,2019-10-15,12,56
RELPET,131.5,130.85,129,132.4,127.9,130.85,2019-10-15 12:56:21,2019-10-15,12,56
HDFC,2022.3,2011.5,2013,2030.05,2013,2011.5,2019-10-15 12:56:21,2019-10-15,12,56
INFTEC,769.95,785.65,773.8,774.75,765,785.65,2019-10-15 12:56:21,2019-10-15,12,56
ICIBAN,430,428.6,430,433.2,428,428.6,2019-10-15 12:56:21,2019-10-15,12,56
ITC,248.3,244.2,247.4,249.2,245.1,244.2,2019-10-15 12:56:21,2019-10-15,12,56
TCS,2040.05,2020.95,2028.8,2046.9,2024.2,2020.95,2019-10-15 12:56:21,2019-10-15,12,56
KOTMAH,1612.75,1583.75,1586,1615.8,1577.8,1583.75,2019-10-15 12:56:21,2019-10-15,12,56
LARTOU,1431.85,1422.65,1427,1445.1,1421,1422.65,2019-10-15 12:56:21,2019-10-15,12,56
HINLEV,2057.85,2014.7,2052,2070,2026.75,2014.7,2019-10-15 12:56:21,2019-10-15,12,56
AXIBAN,685.5,683.55,683.65,690.35,681.8,683.55,2019-10-15 12:56:21,2019-10-15,12,56
STABAN,256,255.45,256.8,257.5,255.15,255.45,2019-10-15 12:56:21,2019-10-15,12,56
BAJFI,3862.05,3881.65,3909,3916.75,3857.8,3881.65,2019-10-15 12:56:21,2019-10-15,12,56
MARUTI,6987.75,6819.55,6829,7015.35,6810,6819.55,2019-10-15 12:56:21,2019-10-15,12,56
INDBA,1252.1,1250.5,1251.55,1264.5,1237,1250.5,2019-10-15 12:56:21,2019-10-15,12,56
ASIPAI,1814,1797.65,1797,1824.15,1797,1797.65,2019-10-15 12:56:21,2019-10-15,12,56
BHAAIR,384.7,393.5,391.95,391.95,383.6,393.5,2019-10-15 12:56:21,2019-10-15,12,56
HCLTEC,1096,1087.05,1088.6,1099,1081.05,1087.05,2019-10-15 12:56:21,2019-10-15,12,56
TITIND,1265.7,1249.05,1251,1267.35,1251,1249.05,2019-10-15 12:56:21,2019-10-15,12,56
MAHMAH,582.85,568.5,570,583.7,565.5,568.5,2019-10-15 12:56:21,2019-10-15,12,56
BAFINS,8049,8073.45,8108.95,8131.45,8034.85,8073.45,2019-10-15 12:56:21,2019-10-15,12,56
NTPC,119,117.8,117.7,119.7,117.35,117.8,2019-10-15 12:56:21,2019-10-15,12,56
NESIND,14110,14174.1,14175,14175,14040,14174.1,2019-10-15 12:56:21,2019-10-15,12,56
POWGRI,200.45,198.45,198.8,201.4,198.45,198.45,2019-10-15 12:56:21,2019-10-15,12,56
ULTCEM,4187.8,4171.9,4121.35,4207.65,4121.35,4171.9,2019-10-15 12:56:21,2019-10-15,12,56
TECMAH,721.4,720.6,721,728,719.6,720.6,2019-10-15 12:56:21,2019-10-15,12,56
SUNPHA,395.5,394.6,397.25,400,392.5,394.6,2019-10-15 12:56:21,2019-10-15,12,56
ONGC,137.5,135.2,136.6,138.3,135.4,135.2,2019-10-15 12:56:21,2019-10-15,12,56
BAAUTO,3004.9,2956.05,2959,3010.95,2956.5,2956.05,2019-10-15 12:56:21,2019-10-15,12,56
BHARAS,5795,5767.35,5773.85,5827,5773.85,5767.35,2019-10-15 12:56:21,2019-10-15,12,56
INDOIL,146.7,144.8,145.95,148.3,145.2,144.8,2019-10-15 12:56:21,2019-10-15,12,56
COALIN,191,190.1,188.3,191.3,188.1,190.1,2019-10-15 12:56:21,2019-10-15,12,56
WIPRO,241.85,243.35,244,245.5,239.2,243.35,2019-10-15 12:56:21,2019-10-15,12,56
HERHON,2682.55,2609.25,2616.85,2696.3,2615,2609.25,2019-10-15 12:56:21,2019-10-15,12,56
BRIIND,3140.5,3107.2,3139.9,3154.2,3115.45,3107.2,2019-10-15 12:56:21,2019-10-15,12,56
UNIP,587.9,586.95,585.3,590.95,580.95,586.95,2019-10-15 12:56:21,2019-10-15,12,56
DRREDD,2689,2648.9,2663.1,2691.2,2659.8,2648.9,2019-10-15 12:56:21,2019-10-15,12,56
ADAPOR,412.35,406.95,409.5,413.1,407.6,406.95,2019-10-15 12:56:21,2019-10-15,12,56
GRASIM,701.35,698.65,699,704,691.95,698.65,2019-10-15 12:56:21,2019-10-15,12,56
VEDLIM,146.5,147.85,147.5,147.5,144.6,147.85,2019-10-15 12:56:21,2019-10-15,12,56
HINDAL,187.6,188.8,188,188,186,188.8,2019-10-15 12:56:21,2019-10-15,12,56
TATSTE,340.5,344.85,345.5,346.15,338.8,344.85,2019-10-15 12:56:21,2019-10-15,12,56
EICMOT,19059.35,18311.25,18370,19200,18270,18311.25,2019-10-15 12:56:21,2019-10-15,12,56
GAIL,127.9,125.85,126.5,128.6,125.6,125.85,2019-10-15 12:56:21,2019-10-15,12,56
JSWSTE,216,221.5,221.05,221.05,214.5,221.5,2019-10-15 12:56:21,2019-10-15,12,56
BHAINF,260.1,259.25,258.25,260.3,255.45,259.25,2019-10-15 12:56:21,2019-10-15,12,56
CIPLA,444.8,440.85,444,445,436,440.85,2019-10-15 12:56:21,2019-10-15,12,56
TATMOT,124.85,127.8,127.5,127.5,123.75,127.8,2019-10-15 12:56:21,2019-10-15,12,56
ZEEENT,249.8,242.55,237.95,252,234.85,242.55,2019-10-15 12:56:21,2019-10-15,12,56
YESBAN,40.35,40,41,41.4,40.05,40,2019-10-15 12:56:21,2019-10-15,12,56
BSESEN,38430.96,38214.47,38316.49,38537.92,38238.27,38214.47,2019-10-15 13:27:52,2019-10-15,13,27
HDFBAN,1217.35,1203.15,1210,1219,1207.3,1203.15,2019-10-15 13:27:52,2019-10-15,13,27
RELPET,131.5,130.85,129,132.4,127.9,130.85,2019-10-15 13:27:52,2019-10-15,13,27
HDFC,2015.15,2011.5,2013,2030.05,2013,2011.5,2019-10-15 13:27:52,2019-10-15,13,27
INFTEC,771.1,785.65,773.8,774.75,765,785.65,2019-10-15 13:27:52,2019-10-15,13,27
ICIBAN,430,428.6,430,433.2,428,428.6,2019-10-15 13:27:52,2019-10-15,13,27
ITC,248.5,244.2,247.4,249.2,245.1,244.2,2019-10-15 13:27:52,2019-10-15,13,27
TCS,2040,2020.95,2028.8,2046.9,2024.2,2020.95,2019-10-15 13:27:52,2019-10-15,13,27
KOTMAH,1615.4,1583.75,1586,1616.1,1577.8,1583.75,2019-10-15 13:27:52,2019-10-15,13,27
LARTOU,1431.5,1422.65,1427,1445.1,1421,1422.65,2019-10-15 13:27:52,2019-10-15,13,27
HINLEV,2059.9,2014.7,2052,2070,2026.75,2014.7,2019-10-15 13:27:52,2019-10-15,13,27
AXIBAN,685.4,683.55,683.65,690.35,681.8,683.55,2019-10-15 13:27:52,2019-10-15,13,27
STABAN,254.8,255.45,256.8,257.5,254.75,255.45,2019-10-15 13:27:52,2019-10-15,13,27
BAJFI,3851,3881.65,3909,3916.75,3845,3881.65,2019-10-15 13:27:52,2019-10-15,13,27
MARUTI,6990,6819.55,6829,7015.35,6810,6819.55,2019-10-15 13:27:52,2019-10-15,13,27
INDBA,1251.55,1250.5,1251.55,1264.5,1237,1250.5,2019-10-15 13:27:52,2019-10-15,13,27
ASIPAI,1813.9,1797.65,1797,1824.15,1797,1797.65,2019-10-15 13:27:52,2019-10-15,13,27
BHAAIR,384.45,393.5,391.95,391.95,382.8,393.5,2019-10-15 13:27:52,2019-10-15,13,27
HCLTEC,1091.7,1087.05,1088.6,1099,1081.05,1087.05,2019-10-15 13:27:52,2019-10-15,13,27
TITIND,1265.75,1249.05,1251,1267.4,1251,1249.05,2019-10-15 13:27:52,2019-10-15,13,27
MAHMAH,583,568.5,570,585.35,565.5,568.5,2019-10-15 13:27:52,2019-10-15,13,27
BAFINS,8036.35,8073.45,8108.95,8131.45,8030,8073.45,2019-10-15 13:27:52,2019-10-15,13,27
NTPC,119.25,117.8,117.7,119.7,117.35,117.8,2019-10-15 13:27:52,2019-10-15,13,27
NESIND,14098.5,14174.1,14175,14175,14040,14174.1,2019-10-15 13:27:52,2019-10-15,13,27
POWGRI,200.2,198.45,198.8,201.4,198.45,198.45,2019-10-15 13:27:52,2019-10-15,13,27
ULTCEM,4190.55,4171.9,4121.35,4207.65,4121.35,4171.9,2019-10-15 13:27:52,2019-10-15,13,27
TECMAH,723.45,720.6,721,728,719.6,720.6,2019-10-15 13:27:52,2019-10-15,13,27
SUNPHA,395.1,394.6,397.25,400,392.5,394.6,2019-10-15 13:27:52,2019-10-15,13,27
ONGC,136.9,135.2,136.6,138.3,135.4,135.2,2019-10-15 13:27:52,2019-10-15,13,27
BAAUTO,3013.5,2956.05,2959,3015.65,2956.5,2956.05,2019-10-15 13:27:52,2019-10-15,13,27
BHARAS,5849.15,5767.35,5773.85,5850,5773.85,5767.35,2019-10-15 13:27:52,2019-10-15,13,27
INDOIL,146.5,144.8,145.95,148.3,145.2,144.8,2019-10-15 13:27:52,2019-10-15,13,27
COALIN,190.75,190.1,188.3,191.3,188.1,190.1,2019-10-15 13:27:52,2019-10-15,13,27
WIPRO,243.3,243.35,244,245.5,239.2,243.35,2019-10-15 13:27:52,2019-10-15,13,27
HERHON,2686,2609.25,2616.85,2696.3,2615,2609.25,2019-10-15 13:27:52,2019-10-15,13,27
BRIIND,3144.05,3107.2,3139.9,3154.2,3115.45,3107.2,2019-10-15 13:27:52,2019-10-15,13,27
UNIP,587.45,586.95,585.3,590.95,580.95,586.95,2019-10-15 13:27:52,2019-10-15,13,27
DRREDD,2683.35,2648.9,2663.1,2691.2,2659.8,2648.9,2019-10-15 13:27:52,2019-10-15,13,27
ADAPOR,412.25,406.95,409.5,413.1,407.6,406.95,2019-10-15 13:27:52,2019-10-15,13,27
GRASIM,702,698.65,699,704,691.95,698.65,2019-10-15 13:27:52,2019-10-15,13,27
VEDLIM,146.4,147.85,147.5,147.5,144.6,147.85,2019-10-15 13:27:52,2019-10-15,13,27
HINDAL,187.5,188.8,188,188,186,188.8,2019-10-15 13:27:52,2019-10-15,13,27
TATSTE,340.75,344.85,345.5,346.15,338.8,344.85,2019-10-15 13:27:52,2019-10-15,13,27
EICMOT,19080,18311.25,18370,19200,18270,18311.25,2019-10-15 13:27:52,2019-10-15,13,27
GAIL,128.05,125.85,126.5,128.6,125.6,125.85,2019-10-15 13:27:52,2019-10-15,13,27
JSWSTE,215.45,221.5,221.05,221.05,214.5,221.5,2019-10-15 13:27:52,2019-10-15,13,27
BHAINF,259.3,259.25,258.25,260.3,255.45,259.25,2019-10-15 13:27:52,2019-10-15,13,27
CIPLA,443.55,440.85,444,445,436,440.85,2019-10-15 13:27:52,2019-10-15,13,27
TATMOT,124.65,127.8,127.5,127.5,123.75,127.8,2019-10-15 13:27:52,2019-10-15,13,27
ZEEENT,250.35,242.55,237.95,252,234.85,242.55,2019-10-15 13:27:52,2019-10-15,13,27
YESBAN,39.45,40,41,41.4,39,40,2019-10-15 13:27:52,2019-10-15,13,27
BSESEN,38514.94,38214.47,38316.49,38553.31,38238.27,38214.47,2019-10-15 13:59:20,2019-10-15,13,59
HDFBAN,1218.85,1203.15,1210,1222.35,1207.3,1203.15,2019-10-15 13:59:20,2019-10-15,13,59
RELPET,131.5,130.85,129,132.4,127.9,130.85,2019-10-15 13:59:20,2019-10-15,13,59
HDFC,2024,2011.5,2013,2030.05,2013,2011.5,2019-10-15 13:59:20,2019-10-15,13,59
INFTEC,769.2,785.65,773.8,774.75,765,785.65,2019-10-15 13:59:20,2019-10-15,13,59
ICIBAN,431.7,428.6,430,433.2,428,428.6,2019-10-15 13:59:20,2019-10-15,13,59
ITC,248.5,244.2,247.4,249.2,245.1,244.2,2019-10-15 13:59:20,2019-10-15,13,59
TCS,2040.05,2020.95,2028.8,2046.9,2024.2,2020.95,2019-10-15 13:59:20,2019-10-15,13,59
KOTMAH,1620,1583.75,1586,1622.15,1577.8,1583.75,2019-10-15 13:59:20,2019-10-15,13,59
LARTOU,1437,1422.65,1427,1445.1,1421,1422.65,2019-10-15 13:59:20,2019-10-15,13,59
HINLEV,2070.8,2014.7,2052,2077,2026.75,2014.7,2019-10-15 13:59:20,2019-10-15,13,59
AXIBAN,687.9,683.55,683.65,690.35,681.8,683.55,2019-10-15 13:59:20,2019-10-15,13,59
STABAN,256,255.45,256.8,257.5,254.75,255.45,2019-10-15 13:59:20,2019-10-15,13,59
BAJFI,3880.25,3881.65,3909,3916.75,3845,3881.65,2019-10-15 13:59:20,2019-10-15,13,59
MARUTI,6995,6819.55,6829,7015.35,6810,6819.55,2019-10-15 13:59:20,2019-10-15,13,59
INDBA,1263.8,1250.5,1251.55,1268,1237,1250.5,2019-10-15 13:59:20,2019-10-15,13,59
ASIPAI,1810,1797.65,1797,1824.15,1797,1797.65,2019-10-15 13:59:20,2019-10-15,13,59
BHAAIR,384.4,393.5,391.95,391.95,382.8,393.5,2019-10-15 13:59:20,2019-10-15,13,59
HCLTEC,1093,1087.05,1088.6,1099,1081.05,1087.05,2019-10-15 13:59:20,2019-10-15,13,59
TITIND,1267.05,1249.05,1251,1269.6,1251,1249.05,2019-10-15 13:59:20,2019-10-15,13,59
MAHMAH,583.2,568.5,570,585.35,565.5,568.5,2019-10-15 13:59:20,2019-10-15,13,59
BAFINS,8070,8073.45,8108.95,8131.45,8020.1,8073.45,2019-10-15 13:59:20,2019-10-15,13,59
NTPC,119.4,117.8,117.7,119.7,117.35,117.8,2019-10-15 13:59:20,2019-10-15,13,59
NESIND,14127.55,14174.1,14175,14175,14040,14174.1,2019-10-15 13:59:20,2019-10-15,13,59
POWGRI,200.5,198.45,198.8,201.4,198.45,198.45,2019-10-15 13:59:20,2019-10-15,13,59
ULTCEM,4193.7,4171.9,4121.35,4207.65,4121.35,4171.9,2019-10-15 13:59:20,2019-10-15,13,59
TECMAH,723,720.6,721,728,719.6,720.6,2019-10-15 13:59:20,2019-10-15,13,59
SUNPHA,395.8,394.6,397.25,400,392.5,394.6,2019-10-15 13:59:20,2019-10-15,13,59
ONGC,137.35,135.2,136.6,138.3,135.4,135.2,2019-10-15 13:59:20,2019-10-15,13,59
BAAUTO,3020,2956.05,2959,3021.95,2956.5,2956.05,2019-10-15 13:59:20,2019-10-15,13,59
BHARAS,5953.8,5767.35,5773.85,5978.2,5773.85,5767.35,2019-10-15 13:59:20,2019-10-15,13,59
INDOIL,146.85,144.8,145.95,148.3,145.2,144.8,2019-10-15 13:59:20,2019-10-15,13,59
COALIN,191.65,190.1,188.3,192.15,188.1,190.1,2019-10-15 13:59:20,2019-10-15,13,59
WIPRO,244,243.35,244,245.5,239.2,243.35,2019-10-15 13:59:20,2019-10-15,13,59
HERHON,2696,2609.25,2616.85,2699.5,2615,2609.25,2019-10-15 13:59:20,2019-10-15,13,59
BRIIND,3167.05,3107.2,3139.9,3175,3115.45,3107.2,2019-10-15 13:59:20,2019-10-15,13,59
UNIP,584.95,586.95,585.3,590.95,580.95,586.95,2019-10-15 13:59:20,2019-10-15,13,59
DRREDD,2688,2648.9,2663.1,2691.6,2659.8,2648.9,2019-10-15 13:59:20,2019-10-15,13,59
ADAPOR,413.45,406.95,409.5,413.75,407.6,406.95,2019-10-15 13:59:20,2019-10-15,13,59
GRASIM,702.8,698.65,699,704,691.95,698.65,2019-10-15 13:59:20,2019-10-15,13,59
VEDLIM,146.85,147.85,147.5,147.5,144.6,147.85,2019-10-15 13:59:20,2019-10-15,13,59
HINDAL,187.45,188.8,188,188,186,188.8,2019-10-15 13:59:20,2019-10-15,13,59
TATSTE,339.75,344.85,345.5,346.15,338.8,344.85,2019-10-15 13:59:20,2019-10-15,13,59
EICMOT,19059.05,18311.25,18370,19200,18270,18311.25,2019-10-15 13:59:20,2019-10-15,13,59
GAIL,128.95,125.85,126.5,129.05,125.6,125.85,2019-10-15 13:59:20,2019-10-15,13,59
JSWSTE,215.45,221.5,221.05,221.05,214.5,221.5,2019-10-15 13:59:20,2019-10-15,13,59
BHAINF,258.75,259.25,258.25,260.3,255.45,259.25,2019-10-15 13:59:20,2019-10-15,13,59
CIPLA,443.9,440.85,444,445.45,436,440.85,2019-10-15 13:59:20,2019-10-15,13,59
TATMOT,124.85,127.8,127.5,127.5,123.75,127.8,2019-10-15 13:59:20,2019-10-15,13,59
ZEEENT,251.45,242.55,237.95,252.8,234.85,242.55,2019-10-15 13:59:20,2019-10-15,13,59
YESBAN,40.15,40,41,41.4,39,40,2019-10-15 13:59:20,2019-10-15,13,59
